Ori_x,Ori_y,Ori_z,Ori_w,Pos_x,Pos_y,Pos_z,Obj_Pos_x,Obj_Pos_y,Obj_Pos_z,Label
-0.000141,0.706694,0.003183,0.707512,-0.004444,-0.389467,0.960821,0.000367,-0.401472,0.666196,1
-0.0004,0.707219,0.002782,0.706989,0.003754,-0.395573,1.005169,-0.000105,-0.391065,0.674851,1
-0.105257,0.702128,0.117329,0.694386,-0.028502,-0.415618,0.891247,-0.034404,-0.379525,0.643671,0
0.007629,0.706935,-0.002046,0.707235,0.003744,-0.405493,0.856244,-0.403739,-1.101492,-17.779257,0
-0.0,0.707107,-0.0,0.707107,0.027683,-0.413503,1.069926,-1e-06,-0.399998,0.674989,0
-3.5e-05,0.707315,0.001984,0.706895,0.003445,-0.384176,0.936689,0.00114,-0.399209,0.643905,1
0.002615,0.706763,-0.000586,0.707445,0.0366,-0.379663,0.996672,-0.000332,-0.377884,0.674966,0
0.333447,0.623485,-0.328224,0.626377,0.006182,-0.455553,0.881193,0.184385,-0.251804,0.706005,0
-0.0,0.707107,-0.0,0.707107,-0.022379,-0.377794,1.079747,-1e-06,-0.399998,0.674989,0
-0.004563,0.707917,0.006052,0.706255,-0.039653,-0.372865,0.982814,-0.003384,-0.377192,0.669354,0
0.001251,0.706813,0.00284,0.707394,-0.009931,-0.410097,0.973676,-0.000314,-0.401356,0.668602,1
-0.0,0.707107,-0.0,0.707107,-0.05704,-0.449987,0.976518,0.028402,-0.336238,0.674989,0
0.002999,0.707392,-0.004636,0.7068,-0.044816,-0.342501,1.019094,-0.000451,-0.394836,0.670805,0
0.000178,0.706979,0.005441,0.707213,-0.00827,-0.425313,0.950159,0.000264,-0.403304,0.659824,1
0.089998,0.697411,-0.081832,0.706273,0.031587,-0.384166,0.828444,-0.01676,-0.424849,0.650162,0
0.002532,0.707815,0.000957,0.706392,0.032236,-0.413297,0.991858,-0.000157,-0.401553,0.667759,1
-0.23102,0.666881,0.240566,0.666354,0.017764,-0.445243,0.828656,-0.323304,-0.332382,-24.450102,0
-0.0,0.707107,-0.0,0.707107,0.053217,-0.316506,1.024866,-0.002096,-0.39429,0.674989,0
0.00276,0.707154,-0.001065,0.707053,-0.009069,-0.372456,0.945963,-0.000532,-0.399462,0.666717,1
0.0,0.707107,0.0,0.707107,-0.060644,-0.40697,0.96397,0.061342,-0.420773,0.67499,0
-0.0,0.707107,-0.0,0.707107,0.006276,-0.374186,1.08325,-1e-06,-0.399998,0.674989,0
-0.0,0.707107,-0.0,0.707107,-0.020571,-0.336624,1.055271,-1e-06,-0.399998,0.674989,0
-0.002953,0.70729,0.00399,0.706906,0.032633,-0.367247,0.98089,0.000205,-0.382489,0.673924,1
0.0,0.707107,0.0,0.707107,0.065061,-0.454556,0.956578,-0.092559,-0.344437,0.674989,0
0.002287,0.707075,-0.003261,0.707127,0.017084,-0.383263,1.043885,-0.000217,-0.391176,0.675698,0
0.001556,0.707281,0.000766,0.706931,0.0058,-0.355017,0.99094,-0.002976,-0.352958,0.673186,1
-0.01964,0.706093,0.022418,0.707492,0.000763,-0.405759,0.919546,-0.001767,-0.417361,0.657027,1
0.001977,0.706738,0.000158,0.707472,-0.037476,-0.395325,0.995821,0.000154,-0.394983,0.672314,1
0.000728,0.707357,0.001075,0.706856,0.026902,-0.418191,1.035825,-0.00073,-0.399382,0.67541,0
-0.0,0.707107,-0.0,0.707107,-0.000546,-0.377499,1.065752,-1e-06,-0.399998,0.674989,0
-0.001691,0.706663,0.004755,0.707532,-0.022139,-0.411939,0.987486,0.000556,-0.40202,0.668123,1
0.001223,0.707238,0.000617,0.706974,0.002941,-0.400719,1.011039,-7e-06,-0.398553,0.673679,1
0.000447,0.707214,0.000757,0.706999,-0.003902,-0.385795,1.020978,0.000476,-0.388398,0.678238,1
0.006091,0.706157,0.002153,0.708025,-0.006223,-0.417128,0.93486,0.000572,-0.409184,0.648366,1
-0.002745,0.70618,0.007119,0.707992,-0.035598,-0.436957,0.985801,-0.002196,-0.406323,0.665105,1
0.006285,0.7068,0.000149,0.707386,0.006,-0.452898,0.975815,0.00323,-0.4049,0.665398,1
-0.0,0.707107,-0.0,0.707107,-0.00574,-0.360443,1.054668,-1e-06,-0.399998,0.674989,0
-0.0,0.707107,-0.0,0.707107,0.025395,-0.439266,1.047548,-1e-06,-0.399998,0.674989,0
-0.004465,0.707028,0.005608,0.707149,0.015978,-0.358354,1.005336,-0.001275,-0.37286,0.683548,0
0.003066,0.707323,-0.000631,0.706883,-0.029177,-0.421951,0.992287,0.001958,-0.42072,0.673182,1
0.001647,0.707113,0.000715,0.707099,-0.03986,-0.39477,0.986496,-0.000157,-0.397902,0.673617,0
0.012931,0.706083,-0.00887,0.707955,0.002499,-0.397203,0.87382,-0.010491,-0.384879,0.632885,1
-0.0,0.707107,-0.0,0.707107,-0.02608,-0.380911,1.04672,-1e-06,-0.399998,0.674989,0
-0.005098,0.706097,0.006146,0.708071,0.056581,-0.357395,0.929038,-0.0342,-0.419609,0.67499,0
0.0,0.707107,0.0,0.707107,-0.041396,-0.404107,1.108363,-1e-06,-0.399998,0.674989,0
-0.030926,0.706291,0.03742,0.706255,0.048104,-0.350618,0.842764,-1.317886,-6.09972,-13.033605,0
